Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
4000,4/23/2016,debt_consolidation,,23.03%,105xx,NY,< 1 year,0
1000,4/23/2016,home_improvement,,2500%,370xx,TN,< 1 year,0
8000,4/23/2016,Debt consolidation,,21.19%,891xx,NV,,0
5000,4/23/2016,debt_consolidation,,25.81%,906xx,CA,< 1 year,0
10000,4/23/2016,debt_consolidation,,26%,365xx,AL,5 years,0
20000,4/23/2016,debt_consolidation,,28.35%,186xx,PA,< 1 year,0
5000,4/23/2016,debt_consolidation,642,40.96%,330xx,FL,< 1 year,0
8000,4/23/2016,moving,,10.33%,334xx,FL,5 years,0
20000,4/23/2016,debt_consolidation,,39.44%,801xx,CO,< 1 year,0
20000,4/23/2016,debt_consolidation,,30.15%,535xx,WI,< 1 year,0
15000,4/23/2016,debt_consolidation,,25.01%,330xx,FL,< 1 year,0
10000,4/23/2016,debt_consolidation,,56.23%,891xx,NV,< 1 year,0
10000,4/23/2016,Debt consolidation,630,17.55%,294xx,SC,,0
25000,4/23/2016,credit_card,,24.76%,785xx,TX,< 1 year,0
5000,4/23/2016,credit_card,,36.13%,856xx,AZ,< 1 year,0
15000,4/23/2016,debt_consolidation,615,11.94%,940xx,CA,< 1 year,0
10000,4/23/2016,Debt consolidation,701,8.41%,701xx,LA,10+ years,0
40000,4/23/2016,home_improvement,,40.16%,304xx,GA,< 1 year,0
25000,4/23/2016,credit_card,,13.51%,924xx,CA,< 1 year,0
20000,4/23/2016,debt_consolidation,,18.85%,554xx,MN,< 1 year,0
6000,4/23/2016,other,,12.60%,170xx,PA,5 years,0
6000,4/23/2016,debt_consolidation,,19.67%,466xx,IN,< 1 year,0
1500,4/23/2016,moving,,0%,900xx,CA,< 1 year,0
20000,4/23/2016,major_purchase,,8.51%,486xx,MI,< 1 year,0
5000,4/23/2016,home_improvement,,29.52%,327xx,FL,< 1 year,0
30000,4/23/2016,small_business,,19.43%,331xx,FL,< 1 year,0
15000,4/23/2016,debt_consolidation,,69.17%,770xx,TX,< 1 year,0
15000,4/23/2016,debt_consolidation,,27.75%,838xx,ID,< 1 year,0
25000,4/23/2016,home_improvement,,18.23%,900xx,CA,5 years,0
1500,4/23/2016,credit_card,,40.15%,254xx,WV,< 1 year,0
5000,4/23/2016,home_improvement,,-1%,700xx,LA,< 1 year,0
20000,4/23/2016,Credit card refinancing,625,5.23%,780xx,TX,5 years,0
5500,4/23/2016,other,,8.09%,770xx,TX,< 1 year,0
15000,4/23/2016,credit_card,,6.64%,802xx,CO,5 years,0
40000,4/23/2016,major_purchase,,0%,853xx,AZ,< 1 year,0
21000,4/23/2016,debt_consolidation,678,50.58%,286xx,NC,< 1 year,0
7500,4/23/2016,car,,23.22%,085xx,NJ,10+ years,0
14500,4/23/2016,other,,29.90%,335xx,FL,5 years,0
3000,4/23/2016,debt_consolidation,,56.48%,841xx,UT,< 1 year,0
10000,4/23/2016,major_purchase,,22.65%,209xx,MD,< 1 year,0
40000,4/23/2016,credit_card,,37.27%,190xx,PA,< 1 year,0
5000,4/23/2016,debt_consolidation,,15.03%,222xx,VA,< 1 year,0
20000,4/23/2016,debt_consolidation,622,18.29%,645xx,MO,< 1 year,0
20000,4/23/2016,small_business,630,59.36%,982xx,WA,< 1 year,0
20000,4/23/2016,car,,0.09%,212xx,MD,< 1 year,0
25000,4/23/2016,debt_consolidation,,80.11%,780xx,TX,< 1 year,0
11000,4/23/2016,debt_consolidation,,242.59%,895xx,NV,< 1 year,0
40000,4/23/2016,other,,12.03%,211xx,MD,< 1 year,0
2000,4/23/2016,debt_consolidation,,14.57%,341xx,FL,< 1 year,0
20000,4/23/2016,other,,21.13%,114xx,NY,< 1 year,0
5000,4/23/2016,debt_consolidation,,2.51%,606xx,IL,,0
1000,4/23/2016,other,,15.25%,891xx,NV,< 1 year,0
6500,4/23/2016,major_purchase,,14.51%,488xx,MI,< 1 year,0
3000,4/23/2016,debt_consolidation,,17.26%,349xx,FL,< 1 year,0
10000,4/23/2016,home_improvement,,14.96%,431xx,OH,< 1 year,0
35000,4/23/2016,credit_card,,50.83%,486xx,MI,5 years,0
35000,4/23/2016,debt_consolidation,,31.65%,325xx,FL,< 1 year,0
4000,4/23/2016,car,,0%,941xx,CA,5 years,0
40000,4/23/2016,debt_consolidation,,132.05%,278xx,NC,,0
3000,4/23/2016,debt_consolidation,,0%,023xx,MA,< 1 year,0
40000,4/23/2016,debt_consolidation,625,29.25%,297xx,SC,< 1 year,0
1000,4/23/2016,major_purchase,,1.32%,949xx,CA,< 1 year,0
5000,4/23/2016,Other,698,36.86%,201xx,VA,10+ years,0
40000,4/23/2016,other,,4.08%,853xx,AZ,< 1 year,0
20000,4/23/2016,debt_consolidation,,5.65%,776xx,TX,< 1 year,0
2500,4/23/2016,home_improvement,,14.74%,628xx,IL,5 years,0
10000,4/23/2016,home_improvement,,12%,231xx,VA,5 years,0
15000,4/23/2016,credit_card,,32.10%,805xx,CO,< 1 year,0
20000,4/23/2016,credit_card,,107.51%,780xx,TX,< 1 year,0
20000,4/23/2016,debt_consolidation,675,56.32%,925xx,CA,< 1 year,0
5000,4/23/2016,credit_card,712,40.12%,604xx,IL,< 1 year,0
5000,4/23/2016,debt_consolidation,,5.12%,402xx,KY,< 1 year,0
5000,4/23/2016,other,,5.63%,494xx,MI,< 1 year,0
7000,4/23/2016,debt_consolidation,,17.90%,852xx,AZ,< 1 year,0
8450,4/23/2016,debt_consolidation,,33.80%,532xx,WI,,0
1200,4/23/2016,debt_consolidation,,23.31%,308xx,GA,< 1 year,0
15000,4/23/2016,Business Loan,,-1%,714xx,LA,< 1 year,0
6000,4/23/2016,moving,,33%,665xx,KS,< 1 year,0
12000,4/23/2016,credit_card,631,11.32%,920xx,CA,< 1 year,0
10000,4/23/2016,debt_consolidation,,34.90%,070xx,NJ,< 1 year,0
40000,4/23/2016,debt_consolidation,,7.09%,935xx,CA,< 1 year,0
10000,4/23/2016,debt_consolidation,,6.39%,600xx,IL,< 1 year,0
12000,4/23/2016,debt_consolidation,626,37.36%,947xx,CA,< 1 year,0
30000,4/23/2016,car,,3.99%,809xx,CO,< 1 year,0
20000,4/23/2016,debt_consolidation,,20.64%,356xx,AL,< 1 year,0
3900,4/23/2016,debt_consolidation,,9.09%,336xx,FL,< 1 year,0
5000,4/23/2016,debt_consolidation,,11.12%,532xx,WI,< 1 year,0
2500,4/23/2016,debt_consolidation,,13.38%,785xx,TX,< 1 year,0
5000,4/23/2016,other,,3.07%,982xx,WA,< 1 year,0
10000,4/23/2016,credit_card,628,23.62%,956xx,CA,< 1 year,0
6000,4/23/2016,Debt consolidation,602,5.63%,752xx,TX,4 years,0
19000,4/23/2016,major_purchase,,12.11%,891xx,NV,< 1 year,0
21000,4/23/2016,house,,4.76%,112xx,NY,< 1 year,0
6000,4/23/2016,debt_consolidation,610,15.79%,363xx,AL,< 1 year,0
10000,4/23/2016,debt_consolidation,597,18.91%,108xx,NY,< 1 year,0
35000,4/23/2016,small_business,,3.93%,330xx,FL,< 1 year,0
21000,4/23/2016,debt_consolidation,,43.06%,657xx,MO,< 1 year,0
15000,4/23/2016,Business Loan,,-1%,275xx,NC,< 1 year,0
8500,4/23/2016,car,,4.99%,026xx,MA,< 1 year,0
15000,4/23/2016,debt_consolidation,,21.56%,760xx,TX,< 1 year,0
25000,4/23/2016,debt_consolidation,,19.50%,115xx,NY,5 years,0
10000,4/23/2016,debt_consolidation,,9.38%,354xx,AL,5 years,0
4000,4/23/2016,moving,,26.42%,970xx,OR,< 1 year,0
5000,4/23/2016,debt_consolidation,,14.63%,630xx,MO,< 1 year,0
7000,4/23/2016,credit_card,,20%,236xx,VA,5 years,0
5000,4/23/2016,major_purchase,,1.75%,212xx,MD,< 1 year,0
20000,4/23/2016,debt_consolidation,,-1%,490xx,MI,< 1 year,0
20000,4/23/2016,Credit card refinancing,668,33.71%,327xx,FL,2 years,0
27500,4/23/2016,credit_card,,34.37%,107xx,NY,5 years,0
3500,4/23/2016,small_business,,36.01%,727xx,AR,5 years,0
25000,4/23/2016,Home buying,692,11.17%,317xx,GA,4 years,0
15000,4/23/2016,car,,33.28%,080xx,NJ,< 1 year,0
1000,4/23/2016,debt_consolidation,,0%,967xx,HI,< 1 year,0
5000,4/23/2016,home_improvement,,7.88%,207xx,MD,5 years,0
15000,4/23/2016,Business Loan,,-1%,251xx,WV,< 1 year,0
5000,4/23/2016,debt_consolidation,,0.34%,606xx,IL,< 1 year,0
3000,4/23/2016,credit_card,,3.14%,968xx,HI,< 1 year,0
1500,4/23/2016,debt_consolidation,,2%,328xx,FL,< 1 year,0
10000,4/23/2016,debt_consolidation,,24.80%,021xx,MA,< 1 year,0
22000,4/23/2016,car,,0.98%,331xx,FL,5 years,0
8100,4/23/2016,debt_consolidation,,28.97%,719xx,AR,< 1 year,0
10000,4/23/2016,major_purchase,,1.30%,853xx,AZ,< 1 year,0
5000,4/23/2016,other,,13.95%,920xx,CA,< 1 year,0
35000,4/23/2016,other,,18.24%,442xx,OH,< 1 year,0
20000,4/23/2016,debt_consolidation,,28.64%,473xx,IN,< 1 year,0
40000,4/23/2016,debt_consolidation,679,21.03%,117xx,NY,< 1 year,0
3000,4/23/2016,moving,,2.85%,334xx,FL,< 1 year,0
2800,4/23/2016,home_improvement,,50.07%,302xx,GA,5 years,0
5000,4/23/2016,major_purchase,,0.85%,368xx,AL,< 1 year,0
12000,4/23/2016,debt_consolidation,637,81.64%,947xx,CA,< 1 year,0
5000,4/23/2016,debt_consolidation,,67.30%,734xx,OK,< 1 year,0
2500,4/23/2016,vacation,,30.67%,794xx,TX,< 1 year,0
15000,4/23/2016,credit_card,,20.13%,900xx,CA,< 1 year,0
20000,4/23/2016,debt_consolidation,669,41.86%,320xx,FL,< 1 year,0
6000,4/23/2016,debt_consolidation,,35.87%,128xx,NY,< 1 year,0
2200,4/23/2016,car,,-1%,662xx,KS,< 1 year,0
1000,4/23/2016,medical,,0.35%,210xx,MD,< 1 year,0
5000,4/23/2016,medical,,4.57%,277xx,NC,5 years,0
2000,4/23/2016,moving,,0%,300xx,GA,5 years,0
15000,4/23/2016,debt_consolidation,,6.47%,180xx,PA,5 years,0
5000,4/23/2016,credit_card,,27.38%,152xx,PA,5 years,0
10000,4/23/2016,Debt consolidation,651,11.80%,773xx,TX,9 years,0
35000,4/23/2016,home_improvement,,0.93%,112xx,NY,< 1 year,0
14500,4/23/2016,car,,3.87%,707xx,LA,4 years,0
31500,4/23/2016,debt_consolidation,,32.85%,833xx,ID,,0
5700,4/23/2016,debt_consolidation,,18.52%,801xx,CO,5 years,0
15000,4/23/2016,credit_card,,28.88%,809xx,CO,5 years,0
15000,4/23/2016,debt_consolidation,,84.74%,986xx,WA,5 years,0
30000,4/23/2016,debt_consolidation,,19.31%,781xx,TX,< 1 year,0
3500,4/23/2016,home_improvement,,4.58%,880xx,NM,5 years,0
13200,4/23/2016,other,,35.58%,142xx,NY,< 1 year,0
20000,4/23/2016,debt_consolidation,,24.42%,923xx,CA,< 1 year,0
30000,4/23/2016,debt_consolidation,,8.28%,541xx,WI,< 1 year,0
15000,4/23/2016,credit_card,,9.04%,900xx,CA,< 1 year,0
5000,4/23/2016,car,,0%,553xx,MN,< 1 year,0
14000,4/23/2016,Credit card refinancing,667,11.67%,900xx,CA,10+ years,0
10000,4/23/2016,debt_consolidation,,2.81%,959xx,CA,< 1 year,0
40000,4/23/2016,house,,0.70%,315xx,GA,< 1 year,0
1000,4/23/2016,other,,0%,857xx,AZ,< 1 year,0
40000,4/23/2016,credit_card,634,68.72%,114xx,NY,< 1 year,0
10000,4/23/2016,debt_consolidation,,7.89%,947xx,CA,5 years,0
20000,4/23/2016,debt_consolidation,,29.43%,161xx,PA,< 1 year,0
5000,4/23/2016,other,,67.91%,018xx,MA,5 years,0
1000,4/23/2016,medical,,101.52%,377xx,TN,< 1 year,0
20000,4/23/2016,home_improvement,,8.88%,993xx,WA,< 1 year,0
5000,4/23/2016,debt_consolidation,,12.61%,329xx,FL,,0
7000,4/23/2016,debt_consolidation,,57.02%,705xx,LA,< 1 year,0
10000,4/23/2016,other,,16.05%,391xx,MS,5 years,0
7000,4/23/2016,debt_consolidation,,16.62%,864xx,AZ,< 1 year,0
12000,4/23/2016,major_purchase,,16.20%,750xx,TX,< 1 year,0
5000,4/23/2016,medical,,1.88%,666xx,KS,< 1 year,0
20000,4/23/2016,debt_consolidation,685,13.62%,531xx,WI,< 1 year,0
3000,4/23/2016,major_purchase,,8.04%,410xx,KY,< 1 year,0
6000,4/23/2016,Debt consolidation,788,14.75%,113xx,NY,,0
10000,4/23/2016,debt_consolidation,,34.82%,328xx,FL,5 years,0
12000,4/23/2016,debt_consolidation,694,41.21%,347xx,FL,< 1 year,0
5000,4/23/2016,major_purchase,,6.56%,325xx,FL,< 1 year,0
24000,4/23/2016,vacation,,13.65%,672xx,KS,5 years,0
1000,4/23/2016,medical,,0%,760xx,TX,5 years,0
3000,4/23/2016,moving,,20.47%,919xx,CA,< 1 year,0
18500,4/23/2016,credit_card,,25.20%,539xx,WI,< 1 year,0
4000,4/23/2016,car,,0%,083xx,NJ,< 1 year,0
35000,4/23/2016,Debt consolidation,,10.98%,996xx,AK,,0
35000,4/23/2016,home_improvement,,26.91%,801xx,CO,5 years,0
17500,4/23/2016,other,,16.89%,352xx,AL,5 years,0
15000,4/23/2016,medical,,8.85%,782xx,TX,< 1 year,0
4000,4/23/2016,moving,,27.41%,977xx,OR,< 1 year,0
8000,4/23/2016,Debt consolidation,,22.75%,329xx,FL,< 1 year,0
5000,4/23/2016,debt_consolidation,,10.83%,281xx,NC,< 1 year,0
2400,4/23/2016,other,,18.10%,624xx,IL,< 1 year,0
40000,4/23/2016,vacation,,400.69%,900xx,CA,< 1 year,0
1000,4/23/2016,vacation,,-1%,146xx,NY,5 years,0
10000,4/23/2016,moving,,5%,967xx,HI,< 1 year,0
37000,4/23/2016,credit_card,,44.50%,480xx,MI,< 1 year,0
1500,4/23/2016,renewable_energy,574,0%,112xx,NY,< 1 year,0
25000,4/23/2016,major_purchase,,-1%,472xx,IN,5 years,0
8600,4/23/2016,credit_card,617,23.07%,834xx,ID,< 1 year,0
5000,4/23/2016,Business Loan,,-1%,280xx,NC,< 1 year,0
15000,4/23/2016,debt_consolidation,,1.88%,212xx,MD,< 1 year,0
8000,4/23/2016,Credit card refinancing,682,45.21%,760xx,TX,10+ years,0
14000,4/23/2016,debt_consolidation,,41.08%,945xx,CA,< 1 year,0
5000,4/23/2016,debt_consolidation,671,20.16%,142xx,NY,< 1 year,0
17500,4/23/2016,debt_consolidation,,396.45%,226xx,VA,< 1 year,0
3000,4/23/2016,debt_consolidation,,2.31%,834xx,ID,< 1 year,0
20000,4/23/2016,debt_consolidation,,6.68%,441xx,OH,5 years,0
40000,4/23/2016,debt_consolidation,782,86.45%,334xx,FL,< 1 year,0
4000,4/23/2016,major_purchase,,16.54%,303xx,GA,< 1 year,0
9000,4/23/2016,other,,13.38%,050xx,VT,5 years,0
5500,4/23/2016,major_purchase,,0%,611xx,IL,< 1 year,0
35000,4/23/2016,other,,-1%,900xx,CA,< 1 year,0
3500,4/23/2016,other,,18.57%,967xx,HI,< 1 year,0
1000,4/23/2016,moving,,0%,967xx,HI,< 1 year,0
12000,4/23/2016,debt_consolidation,,38.04%,131xx,NY,< 1 year,0
6000,4/23/2016,other,,14.79%,496xx,MI,< 1 year,0
10000,4/23/2016,major_purchase,684,36.56%,925xx,CA,< 1 year,0
10000,4/23/2016,credit_card,,25.14%,850xx,AZ,< 1 year,0
18000,4/23/2016,car,681,65.44%,920xx,CA,< 1 year,0
7500,4/23/2016,debt_consolidation,,0%,100xx,NY,5 years,0
5000,4/23/2016,debt_consolidation,,23.49%,891xx,NV,5 years,0
20000,4/23/2016,debt_consolidation,,73.38%,346xx,FL,< 1 year,0
15000,4/23/2016,credit_card,,29.91%,297xx,SC,5 years,0
10000,4/23/2016,medical,,9.12%,928xx,CA,< 1 year,0
3500,4/23/2016,debt_consolidation,,8.05%,641xx,MO,< 1 year,0
1500,4/23/2016,credit_card,,15.98%,958xx,CA,< 1 year,0
5000,4/23/2016,small_business,,0%,540xx,WI,< 1 year,0
40000,4/23/2016,credit_card,733,24.97%,115xx,NY,< 1 year,0
15000,4/23/2016,debt_consolidation,717,49.16%,114xx,NY,< 1 year,0
40000,4/23/2016,vacation,,670.43%,973xx,OR,< 1 year,0
2000,4/23/2016,moving,,34.29%,300xx,GA,5 years,0
40000,4/23/2016,house,709,39.26%,953xx,CA,< 1 year,0
1200,4/23/2016,debt_consolidation,,8.93%,444xx,OH,< 1 year,0
7500,4/23/2016,credit_card,,37.86%,761xx,TX,,0
40000,4/23/2016,debt_consolidation,,12.52%,798xx,TX,< 1 year,0
5000,4/23/2016,home_improvement,,27.93%,350xx,AL,< 1 year,0
15000,4/23/2016,debt_consolidation,634,65.69%,774xx,TX,< 1 year,0
5000,4/23/2016,debt_consolidation,,55.96%,103xx,NY,< 1 year,0
8500,4/23/2016,debt_consolidation,,26.05%,469xx,IN,< 1 year,0
40000,4/23/2016,debt_consolidation,627,41.04%,853xx,AZ,< 1 year,0
25000,4/23/2016,home_improvement,,2.76%,064xx,CT,< 1 year,0
25000,4/23/2016,debt_consolidation,,17.71%,190xx,PA,5 years,0
20000,4/23/2016,car,,28.16%,607xx,IL,< 1 year,0
1000,4/23/2016,debt_consolidation,,9.24%,685xx,NE,< 1 year,0
2000,4/23/2016,debt_consolidation,,1.17%,720xx,AR,< 1 year,0
15000,4/23/2016,debt_consolidation,,10.83%,967xx,HI,< 1 year,0
10000,4/23/2016,small_business,,13.92%,346xx,FL,< 1 year,0
9000,4/23/2016,debt_consolidation,,36.80%,900xx,CA,< 1 year,0
12000,4/23/2016,car,,35.71%,532xx,WI,< 1 year,0
20000,4/23/2016,debt_consolidation,662,62.24%,809xx,CO,< 1 year,0
30000,4/23/2016,debt_consolidation,,28.04%,070xx,NJ,< 1 year,0
5000,4/23/2016,home_improvement,,6.93%,913xx,CA,< 1 year,0
1500,4/23/2016,other,,5.92%,302xx,GA,5 years,0
5000,4/23/2016,moving,,11.44%,294xx,SC,< 1 year,0
20000,4/23/2016,debt_consolidation,652,27.84%,242xx,VA,< 1 year,0
5000,4/23/2016,Debt consolidation,,9.60%,843xx,UT,5 years,0
30000,4/23/2016,debt_consolidation,,38.13%,773xx,TX,< 1 year,0
5000,4/23/2016,debt_consolidation,,10.89%,981xx,WA,< 1 year,0
5000,4/23/2016,debt_consolidation,,19.64%,136xx,NY,< 1 year,0
8000,4/23/2016,other,,42.57%,474xx,IN,< 1 year,0
10000,4/23/2016,Moving and relocation,683,13.30%,394xx,MS,10+ years,0
18000,4/23/2016,other,,14.12%,773xx,TX,< 1 year,0
12000,4/23/2016,debt_consolidation,571,26.15%,331xx,FL,< 1 year,0
7000,4/23/2016,other,,3.39%,282xx,NC,< 1 year,0
25000,4/23/2016,major_purchase,,0.25%,967xx,HI,< 1 year,0
3000,4/23/2016,major_purchase,,29.11%,700xx,LA,5 years,0
10000,4/23/2016,debt_consolidation,,14.69%,330xx,FL,< 1 year,0
20000,4/23/2016,debt_consolidation,674,20.44%,330xx,FL,< 1 year,0
3500,4/23/2016,other,620,21.51%,323xx,FL,< 1 year,0
20000,4/23/2016,other,671,64.85%,935xx,CA,< 1 year,0
4800,4/23/2016,debt_consolidation,,12.73%,720xx,AR,< 1 year,0
40000,4/23/2016,medical,,42957.14%,295xx,SC,< 1 year,0
1800,4/23/2016,other,,22.57%,303xx,GA,< 1 year,0
40000,4/23/2016,house,,-1%,333xx,FL,< 1 year,0
3000,4/23/2016,debt_consolidation,,3.08%,917xx,CA,,0
5000,4/23/2016,other,,6.74%,025xx,MA,< 1 year,0
2000,4/23/2016,debt_consolidation,,16.55%,371xx,TN,< 1 year,0
5000,4/23/2016,debt_consolidation,,0%,832xx,ID,< 1 year,0
10000,4/23/2016,car,,4.66%,190xx,PA,< 1 year,0
8000,4/23/2016,debt_consolidation,645,49.44%,191xx,PA,< 1 year,0
10500,4/23/2016,debt_consolidation,,27.49%,925xx,CA,5 years,0
5000,4/23/2016,debt_consolidation,,44.15%,232xx,VA,< 1 year,0
12000,4/23/2016,debt_consolidation,,12.40%,655xx,MO,< 1 year,0
5000,4/23/2016,credit_card,675,17.11%,143xx,NY,< 1 year,0
3000,4/23/2016,other,,6.68%,785xx,TX,< 1 year,0
8000,4/23/2016,other,,2.02%,191xx,PA,< 1 year,0
35000,4/23/2016,small_business,,31.33%,531xx,WI,< 1 year,0
5000,4/23/2016,other,,33.75%,770xx,TX,< 1 year,0
30000,4/23/2016,debt_consolidation,,49.77%,925xx,CA,< 1 year,0
8000,4/23/2016,debt_consolidation,662,32.39%,913xx,CA,< 1 year,0
1000,4/23/2016,other,,0.90%,440xx,OH,< 1 year,0
15000,4/23/2016,debt_consolidation,,40.80%,236xx,VA,< 1 year,0
6000,4/23/2016,debt_consolidation,,44.72%,913xx,CA,< 1 year,0
5000,4/23/2016,other,,28.16%,607xx,IL,< 1 year,0
1000,4/23/2016,debt_consolidation,,0.09%,280xx,NC,< 1 year,0
5000,4/23/2016,debt_consolidation,,13.54%,972xx,OR,< 1 year,0
1000,4/23/2016,small_business,,66.88%,300xx,GA,< 1 year,0
7500,4/23/2016,credit_card,,30.01%,295xx,SC,< 1 year,0
5000,4/23/2016,debt_consolidation,,14.75%,120xx,NY,< 1 year,0
10000,4/23/2016,debt_consolidation,,14.03%,922xx,CA,< 1 year,0
6500,4/23/2016,car,,1.51%,493xx,MI,5 years,0
1000,4/23/2016,car,,-1%,066xx,CT,< 1 year,0
20000,4/23/2016,Other,722,11.69%,330xx,FL,10+ years,0
4000,4/23/2016,credit_card,,15.60%,534xx,WI,5 years,0
5000,4/23/2016,debt_consolidation,,18.42%,325xx,FL,< 1 year,0
35000,4/23/2016,major_purchase,,17.36%,326xx,FL,< 1 year,0
20000,4/23/2016,home_improvement,,75.04%,585xx,ND,< 1 year,0
20000,4/23/2016,debt_consolidation,,26.66%,027xx,MA,< 1 year,0
40000,4/23/2016,other,,16.61%,785xx,TX,< 1 year,0
20000,4/23/2016,debt_consolidation,666,22.80%,787xx,TX,< 1 year,0
8500,4/23/2016,debt_consolidation,652,163.75%,328xx,FL,< 1 year,0
7000,4/23/2016,debt_consolidation,,53.18%,482xx,MI,,0
8000,4/23/2016,debt_consolidation,,32.15%,852xx,AZ,< 1 year,0
6000,4/23/2016,home_improvement,,3.14%,184xx,PA,5 years,0
4000,4/23/2016,home_improvement,,1.40%,284xx,NC,< 1 year,0
2600,4/23/2016,moving,,1.68%,958xx,CA,5 years,0
5500,4/23/2016,debt_consolidation,,4.32%,923xx,CA,< 1 year,0
30000,4/23/2016,debt_consolidation,,15.42%,270xx,NC,< 1 year,0
3500,4/23/2016,vacation,,106.32%,387xx,MS,5 years,0
7000,4/23/2016,debt_consolidation,631,38.55%,310xx,GA,< 1 year,0
3000,4/23/2016,moving,,16.69%,750xx,TX,< 1 year,0
5000,4/23/2016,major_purchase,,0.03%,752xx,TX,< 1 year,0
10000,4/23/2016,Credit card refinancing,680,5.13%,606xx,IL,3 years,0
20000,4/23/2016,debt_consolidation,677,31.76%,331xx,FL,< 1 year,0
10000,4/23/2016,debt_consolidation,,39.26%,028xx,RI,< 1 year,0
1100,4/23/2016,medical,,0%,325xx,FL,< 1 year,0
5000,4/23/2016,other,,8.38%,346xx,FL,,0
7500,4/23/2016,debt_consolidation,,69.31%,750xx,TX,< 1 year,0
15000,4/23/2016,debt_consolidation,,-1%,967xx,HI,< 1 year,0
40000,4/23/2016,vacation,,1056.74%,550xx,MN,< 1 year,0
16000,4/23/2016,debt_consolidation,630,23.91%,770xx,TX,< 1 year,0
15000,4/23/2016,debt_consolidation,,19.33%,932xx,CA,5 years,0
8500,4/23/2016,credit_card,647,60.26%,648xx,MO,< 1 year,0
8000,4/23/2016,other,,22.35%,327xx,FL,< 1 year,0
6000,4/23/2016,debt_consolidation,,31.95%,939xx,CA,< 1 year,0
10000,4/23/2016,debt_consolidation,,43.03%,236xx,VA,5 years,0
4000,4/23/2016,credit_card,,4%,302xx,GA,5 years,0
8000,4/23/2016,house,,31.80%,211xx,MD,5 years,0
5000,4/23/2016,home_improvement,,23.47%,751xx,TX,5 years,0
13500,4/23/2016,debt_consolidation,630,26.48%,152xx,PA,< 1 year,0
9000,4/23/2016,debt_consolidation,,-1%,351xx,AL,5 years,0
8000,4/23/2016,debt_consolidation,,8.80%,600xx,IL,5 years,0
10000,4/23/2016,debt_consolidation,,-1%,600xx,IL,5 years,0
13000,4/23/2016,debt_consolidation,,53.43%,383xx,TN,5 years,0
25000,4/23/2016,other,,39.38%,365xx,AL,5 years,0
10000,4/23/2016,moving,,1.96%,840xx,UT,5 years,0
20000,4/23/2016,debt_consolidation,616,86.68%,836xx,ID,< 1 year,0
10000,4/23/2016,credit_card,,23.39%,397xx,MS,5 years,0
18000,4/23/2016,home_improvement,,5.12%,601xx,IL,5 years,0
15000,4/23/2016,debt_consolidation,,19.40%,926xx,CA,< 1 year,0
8000,4/23/2016,credit_card,,41.42%,554xx,MN,,0
10000,4/23/2016,home_improvement,,0%,799xx,TX,5 years,0
6000,4/23/2016,house,,0%,988xx,WA,5 years,0
8000,4/23/2016,debt_consolidation,,36.91%,799xx,TX,5 years,0
5000,4/23/2016,debt_consolidation,,12.43%,970xx,OR,< 1 year,0
10000,4/23/2016,debt_consolidation,,6.44%,330xx,FL,< 1 year,0
10000,4/23/2016,house,,67.39%,328xx,FL,< 1 year,0
10000,4/23/2016,credit_card,,3.11%,951xx,CA,5 years,0
6000,4/23/2016,debt_consolidation,697,14%,770xx,TX,< 1 year,0
35000,4/23/2016,debt_consolidation,,24.97%,326xx,FL,5 years,0
4000,4/23/2016,debt_consolidation,,16.18%,980xx,WA,< 1 year,0
4000,4/23/2016,debt_consolidation,,10.77%,967xx,HI,< 1 year,0
4000,4/23/2016,debt_consolidation,,62.94%,989xx,WA,< 1 year,0
20000,4/23/2016,debt_consolidation,,18.38%,658xx,MO,< 1 year,0
10000,4/23/2016,debt_consolidation,,372.76%,439xx,OH,< 1 year,0
25000,4/23/2016,credit_card,,20.97%,850xx,AZ,5 years,0
8000,4/23/2016,major_purchase,,2.91%,760xx,TX,< 1 year,0
10000,4/23/2016,credit_card,,67.53%,610xx,IL,< 1 year,0
5000,4/23/2016,moving,,3.15%,917xx,CA,< 1 year,0
5000,4/23/2016,debt_consolidation,,19.38%,330xx,FL,< 1 year,0
5000,4/23/2016,debt_consolidation,,25.55%,770xx,TX,< 1 year,0
40000,4/23/2016,debt_consolidation,633,41.62%,776xx,TX,< 1 year,0
7000,4/23/2016,debt_consolidation,,4.21%,327xx,FL,< 1 year,0
5000,4/23/2016,major_purchase,,8.56%,325xx,FL,< 1 year,0
10000,4/23/2016,credit_card,,20.02%,891xx,NV,,0
1500,4/23/2016,other,,29.85%,622xx,IL,< 1 year,0
2000,4/23/2016,debt_consolidation,,31.60%,925xx,CA,< 1 year,0
15000,4/23/2016,debt_consolidation,,31.10%,730xx,OK,< 1 year,0
2000,4/23/2016,medical,,51.20%,333xx,FL,5 years,0
20000,4/23/2016,credit_card,605,3.47%,019xx,MA,< 1 year,0
10000,4/23/2016,debt_consolidation,,8.59%,891xx,NV,5 years,0
1000,4/23/2016,debt_consolidation,,-1%,290xx,SC,< 1 year,0
25000,4/23/2016,car,,0%,477xx,IN,< 1 year,0
13000,4/23/2016,credit_card,,0%,641xx,MO,5 years,0
15000,4/23/2016,medical,,46.26%,136xx,NY,< 1 year,0
1000,4/23/2016,debt_consolidation,,2.71%,301xx,GA,< 1 year,0
